matches_filters,acs_lower_rent_quartile_census_tract,acs_lower_rent_quartile_neighborhood_cluster,acs_lower_rent_quartile_ward,acs_median_rent_census_tract,acs_median_rent_neighborhood_cluster,acs_median_rent_ward,acs_upper_rent_quartile_census_tract,acs_upper_rent_quartile_neighborhood_cluster,acs_upper_rent_quartile_ward,added_to_catalog,anc,bldg_count,building_permits_census_tract,building_permits_neighborhood_cluster,building_permits_rate_census_tract,building_permits_rate_neighborhood_cluster,building_permits_rate_ward,building_permits_ward,bus_routes_nearby,cat_at_risk,cat_expiring,cat_failing_insp,cat_lost,cat_more_info,cat_replaced,category_code,census_tract,census_tract_2010,construction_permits_census_tract,construction_permits_neighborhood_cluster,construction_permits_rate_census_tract,construction_permits_rate_neighborhood_cluster,construction_permits_rate_ward,construction_permits_ward,contract_number,crime_count_census_tract,crime_count_neighborhood_cluster,crime_count_ward,crime_rate_census_tract,crime_rate_neighborhood_cluster,crime_rate_ward,fraction_black_census_tract,fraction_black_neighborhood_cluster,fraction_black_ward,fraction_foreign_census_tract,fraction_foreign_neighborhood_cluster,fraction_foreign_ward,fraction_single_mothers_census_tract,fraction_single_mothers_neighborhood_cluster,fraction_single_mothers_ward,geobg2020,geoblk2020,hud_mgr_name,hud_mgr_type,hud_own_effect_dt,hud_own_name,hud_own_type,id,id_census_tract,id_neighborhood_cluster,id_ward,in_dchousing,in_dhcd,in_prescat,income_per_capita_census_tract,income_per_capita_neighborhood_cluster,income_per_capita_ward,labor_participation_census_tract,labor_participation_neighborhood_cluster,labor_participation_ward,latitude,longitude,mar_id,most_recent_reac_score_date,most_recent_reac_score_id,most_recent_reac_score_num,most_recent_topa_date,nearest_metro_station,neighborhood_cluster,neighborhood_cluster_2000,neighborhood_cluster_desc,neighborhood_cluster_desc_2000,nlihc_id,non_violent_crime_count_census_tract,non_violent_crime_count_neighborhood_cluster,non_violent_crime_count_ward,non_violent_crime_rate_census_tract,non_violent_crime_rate_neighborhood_cluster,non_violent_crime_rate_ward,pbca,poverty_rate_census_tract,poverty_rate_neighborhood_cluster,poverty_rate_ward,proj_addre,proj_address_id,proj_ayb,proj_city,proj_eyb,proj_image_url,proj_name,proj_name_addre,proj_owner_type,proj_st,proj_streetview_url,proj_unit_tot_matches,proj_units_assist_max,proj_units_assist_min,proj_units_mar,proj_units_tot,proj_units_tot_mar,psa2012,residential_units_census_tract,residential_units_neighborhood_cluster,residential_units_ward,status,subsidized,subsidy_end_first,subsidy_end_last,subsidy_info_source_property,subsidy_start_first,subsidy_start_last,sum_appraised_value_current_impr,sum_appraised_value_current_land,sum_appraised_value_current_total,topa_count,unique_data_id,update_dtm,violent_crime_count_census_tract,violent_crime_count_neighborhood_cluster,violent_crime_count_ward,violent_crime_rate_census_tract,violent_crime_rate_neighborhood_cluster,violent_crime_rate_ward,ward,ward12,xcoord,ycoord,zip,zip_string,zone_census_tract,zone_neighborhood_cluster,zone_type_census_tract,zone_type_neighborhood_cluster,zone_type_ward,zone_ward,klass,previous_filters
TRUE,,868,-39265450,,1108,-30282154,,-131492027,-65615482,9/3/2015,ANC 4B,2,,,,,,,11,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 21.02,DC Tract 21.02,,,,,,,,,,,,,,,0.581390723,0.508631009,,0.252008911,0.21584706,,0.045429231,0.041682628,"DC Tract 21.02, block group 2","DC Tract 21.02, block 2000",EJF Real Estate,Individual,,Building 25 Unity Cooperative Association Inc,Non-profit,26931641-e417-4dfd-9dc2-4bcffab6da96,,dc2f42eb-ad90-43c5-acbf-1cf53a1eebf8,2b1767b2-d181-4e55-b3f1-ebe95fe9ffd4,,,,,35591.10757,48544.94044,,0.564285146,0.579558514,38.95687904,-77.01059721,245828,,,,,,Cluster 17,Cluster 18,"Takoma, Brightwood, Manor Park","Brightwood Park, Crestwood, Petworth",NL000359,,,,,,,No,,0.130678654,0.099502011,21 Kennedy Street NW; 25 Kennedy Street NW,245828,1920,Washington,1920,http://citizenatlas.dc.gov/mobilevideo/20040721/OL074902.jpg,Unity Building 25 Cooperative,Unity Building 25 Cooperative: 21 Kennedy Street NW; 25 Kennedy Street NW,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95686617,-77.01047168&cbp=11,350.928048549679,,0,2.09",,27,27,54,54,,PSA 406,,10199,36396,Active,Yes,,,,,,4486880,2211060,6697940,0,prescat_project,27JAN20:10:10:04,,,,,,,Ward 4,Ward 4,399081.49,143219.38,20011,ZIP 20011,,Cluster 17,,neighborhood_cluster,ward,Ward 4,stay,TRUE
TRUE,,779,1045,,1098,1474,,1440,1998,9/3/2015,ANC 6E,5,,,,,,,28,Yes,Yes,No,No,No,No,1 - At-Risk or Flagged for Follow-up,DC Tract 47.03,DC Tract 47.01,,,,,,,DC398023002,,,,,,,,0.212452516,0.217613784,,0.173631057,0.083063526,,0.020476235,0.033884113,"DC Tract 47.03, block group 1","DC Tract 47.03, block 1000",W. H. H. Trice & Co,Profit motivated,8/29/1978,"Parcel One, Phase One Associates",Profit motivated,1eea8133-a5ce-41d6-a7ab-164db0c78104,,2a99f2ea-65aa-4f20-bc35-c4d13d71e35a,0e4b5e00-481e-4ac6-bc34-a3841639175b,,,,,78460.67006,72722.83953,,0.760400259,0.673476983,38.90287546,-77.01668365,237561,1/15/2020,4e087142-110b-41a0-b365-aea0c2679654,56,,0.5,Cluster 08,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",NL000208,,,,,,,Yes,,0.123598629,0.102452458,401 K Street NW,237561,,Washington,1926,http://citizenatlas.dc.gov/mobilevideo/NO_IMAGE/No_Image_Available.JPG,Museum Square One Apts,Museum Square One Apts: 401 K Street NW,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90316767,-77.01645204&cbp=11,278.508037292793,,0,2.09",,302,302,302,302,,PSA 102,,,59331,Active,Yes,10/1/2015,10/1/2015,2430,10/2/2000,10/2/2000,45826490,17672870,63499360,0,prescat_project,08DEC22:11:55:07,,,,,,,Ward 6,Ward 6,398552.854,137224.596,20001,ZIP 20001,,Cluster 08,,neighborhood_cluster,ward,Ward 6,stay,TRUE
TRUE,,-323981136,-100564452,,904,-29124020,,1185,1296,9/3/2015,ANC 8A,6,,,,,,,25,No,Yes,No,No,No,No,2 - Expiring Subsidy,DC Tract 75.04,DC Tract 75.04,,,,,,,DC39K100003,,,,,,,,0.940586972,0.868880812,,0.022548318,0.03304858,,0.215998568,0.162566757,"DC Tract 75.04, block group 1","DC Tract 75.04, block 1000",Franklin Johnston Group Management & Development,Profit motivated,3/1/2006,"Galen Terrace, LP",Profit motivated,11ca4470-cb4c-44f2-8364-123ec6392c1c,,929a5f4c-1812-411a-a278-a14848d23c1f,c17b775c-853a-4b58-bcd1-c0a91edbbb93,,,,,21665.18182,23441.89576,,0.409806729,0.448563181,38.86255362,-76.98120371,150105,2/22/2018,e3f30e46-ddce-474e-a0f9-4a5c3c93a0d0,83,,,Cluster 28,Cluster 28,Historic Anacostia,Historic Anacostia,NL000126,,,,,,,Yes,,0.39853257,0.296864592,1641 W Street SE; 1645 W Street SE; 1649 W Street SE,150105,1969,Washington,1994,http://citizenatlas.dc.gov/mobilevideo/20040824/DO110519.jpg,Galen Terrace,Galen Terrace: 1641 W Street SE; 1645 W Street SE; 1649 W Street SE,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.8631207,-76.98108775&cbp=11,201.600764683269,,0,2.09",,84,84,84,84,,PSA 701,,2640,42106,Active,Yes,3/1/2022,8/1/2036,,1/1/2002,3/1/2007,3344420,2664150,6008570,0,prescat_project,08DEC22:13:26:48,,,,,,,Ward 8,Ward 8,401631.3183,132748.6033,20020,ZIP 20020,,Cluster 28,,neighborhood_cluster,ward,Ward 8,stay,TRUE
TRUE,,-24455026,-131283925,,812,-30539980,,1080,-30539700,9/3/2015,ANC 7E,2,,,,,,,15,No,Yes,No,No,No,No,5 - Other Subsidized Property,DC Tract 99.05,DC Tract 99.05,,,,,,,,,,,,,,,0.923005908,0.867653402,,0.044774742,0.04147863,,0.178175775,0.133892974,"DC Tract 99.05, block group 3","DC Tract 99.05, block 3002",,Individual,,Wdc I LP,,c4768060-12e5-4a43-8bbf-ecfd6b183ccd,,b264f1db-8f06-488f-b92f-9df312f94df9,3db2b486-6b0b-460b-9262-052e73155c53,,,,,23880.74478,26204.90839,,0.449132201,0.466984357,38.88272727,-76.92850424,20799,,,,8/20/2015,,Cluster 33,Cluster 33,"Capitol View, Marshall Heights, Benning Heights","Capitol View, Marshall Heights, Benning Heights",NL000325,,,,,,,No,,0.294359306,0.23657441,450 51st Street SE; 5115 Queen's Stroll Place SE,20799,,Washington,1900,http://citizenatlas.dc.gov/mobilevideo/20040829/DT083621.jpg,WDC I - A,WDC I - A: 450 51st Street SE; 5115 Queen's Stroll Place SE,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88273825,-76.92871145&cbp=11,117.310188655668,,0,2.09",,18,18,18,18,,PSA 604,,8921,40634,Active,Yes,5/1/2032,5/1/2032,,5/1/2002,5/1/2002,527040,480000,1007040,2,prescat_project,25MAY17:21:52:00,,,,,,,Ward 7,Ward 7,406203.32,134990.285,20019,ZIP 20019,,Cluster 33,,neighborhood_cluster,ward,Ward 7,stay,TRUE
TRUE,,1194,-26035238,,1908,-69508867,,2581,1755,9/3/2015,ANC 5E,29,,,,,,,24,No,Yes,Yes,No,No,No,3 - Recent Failing REAC Score,DC Tract 46,DC Tract 46,,,,,,,DC39M000071,,,,,,,,0.495619799,0.637404896,,0.10238721,0.101676665,,0.060410279,0.055080284,"DC Tract 46, block group 2","DC Tract 46, block 2000","Jeffrey Charles And Associates, Inc.",Profit motivated,,Northwest Cooperative Homes Association,Non-profit,3d6c11d8-2f44-4891-87f3-cbfa9a226d47,,0ea90886-a435-482e-b2c8-d96a170361f1,9f91ef5e-3c44-408a-8393-f69535943b02,,,,,52009.42054,41407.12347,,0.661154913,0.572633796,38.91159941,-77.01371787,295954,11/9/2021,e6eeea2e-abde-4eba-9c0f-3b4dca55485b,68,,,Cluster 21,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington","Edgewood, Bloomingdale, Truxton Circle, Eckington",NL000216,,,,,,,Yes,,0.143597605,0.151716304,101 Q Street NW; 103 Q Street NW; 105 Q Street NW; others,295954,1964,Washington,1913,http://citizenatlas.dc.gov/mobilevideo/NO_IMAGE/No_Image_Available.JPG,Northwest Cooperative Homes,Northwest Cooperative Homes: 101 Q Street NW; 103 Q Street NW; 105 Q Street NW; others,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.9113193,-77.01389863&cbp=11,2.90097380452666,,0,2.09",,162,162,166,162,,PSA 308,,14705,46532,Active,Yes,10/31/2022,10/31/2022,9621,9/1/2001,9/1/2001,8161930,5441290,13603220,0,prescat_project,08DEC22:13:26:48,,,,,,,Ward 5,Ward 5,398810.2524,138192.9828,20001,ZIP 20001,,Cluster 21,,neighborhood_cluster,ward,Ward 5,stay,TRUE
TRUE,,-119732828,-74408664,,1173,1113,,1765,1670,9/3/2015,ANC 1D,1,,,,,,,37,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 27.02,DC Tract 27.02,,,,,,,,,,,,,,,0.294226418,0.27258699,,0.231600204,0.199959303,,0.048538965,0.03784847,"DC Tract 27.02, block group 1","DC Tract 27.02, block 1005",,Individual,,Nht/Enterprise And Martinez Family,,f61f7573-11fa-477a-895d-5d08c0b65102,,72a14ee0-5037-4989-ae00-05ca64923bb2,df8c1d56-4e4e-47bb-a290-9855f5ef20ff,,,,,49070.41053,57968.60471,,0.694022043,0.701519365,38.92954672,-77.03850397,236465,,,,,0.38,Cluster 02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",NL001030,,,,,,,No,,0.132064913,0.10259106,1636 Kenyon Street NW,236465,1921,Washington,1978,http://citizenatlas.dc.gov/mobilevideo/20041003/M3092535.jpg,St. Dennis,St. Dennis: 1636 Kenyon Street NW,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92954672,-77.03850397&cbp=11,151.649096431907,,0,2.09",,32,32,35,32,,PSA 408,,,47990,Active,Yes,1/1/2041,1/1/2041,,1/1/2011,1/1/2011,3248210,450350,3698560,0,prescat_project,14OCT22:14:52:17,,,,,,,Ward 1,Ward 1,396661.4,140185.9,20010,ZIP 20010,,Cluster 02,,neighborhood_cluster,ward,Ward 1,stay,TRUE
TRUE,,434,1045,,587,1474,,754,1998,9/3/2015,ANC 6D,10,,,,,,,12,No,Yes,No,No,No,No,2 - Expiring Subsidy,DC Tract 64,DC Tract 64,,,,,,,DC390010006,,,,,,,,0.485219789,0.217613784,,0.094041967,0.083063526,,0.07627508,0.033884113,"DC Tract 64, block group 2","DC Tract 64, block 2003",Vision Realty Management Company,Profit motivated,1/31/1939,Tel Court Cooperative,Profit motivated,f24386b1-6108-4bbb-8f3a-7dffde31f518,,aa35b8b6-e8fe-46b0-be2f-d61c1cdff743,0e4b5e00-481e-4ac6-bc34-a3841639175b,,,,,49220.86078,72722.83953,,0.612038597,0.673476983,38.87249804,-77.01104187,65105,9/26/2019,38c01614-f281-4c2f-83a2-d44fb9b725ca,69,,,Cluster 09,Cluster 9,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point","Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",NL000290,,,,,,,Yes,,0.26742227,0.102452458,1401 Half Street SW; 1405 Half Street SW; 1409 Half Street SW; others,65105,1939,Washington,1939,http://citizenatlas.dc.gov/mobilevideo/20040927/MR115301.jpg,Tel Court Cooperative Association,Tel Court Cooperative Association: 1401 Half Street SW; 1405 Half Street SW; 1409 Half Street SW; others,Resident owner,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.87275187,-77.01118038&cbp=11,184.592882262506,,0,2.09",,56,56,56,56,,PSA 105,,,59331,Active,Yes,7/31/2025,7/31/2025,,9/1/2002,9/1/2002,1489000,992700,2481700,0,prescat_project,08DEC22:13:26:48,,,,,,,Ward 6,Ward 6,399041.816,133852.392,20024,ZIP 20024,,Cluster 09,,neighborhood_cluster,ward,Ward 6,stay,TRUE
TRUE,,434,1045,,587,1474,,754,1998,9/3/2015,ANC 6D,258,,,,,,,14,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 64,DC Tract 64,,,,,,,,,,,,,,,0.485219789,0.217613784,,0.094041967,0.083063526,,0.07627508,0.033884113,"DC Tract 64, block group 1","DC Tract 64, block 1006",,Individual,,,Individual,67929d22-f8cd-41fb-9380-05a4e47cfe65,,aa35b8b6-e8fe-46b0-be2f-d61c1cdff743,0e4b5e00-481e-4ac6-bc34-a3841639175b,,,,,49220.86078,72722.83953,,0.612038597,0.673476983,38.87439031,-77.01163711,290316,,,,,0.44,Cluster 09,Cluster 9,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point","Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",NL000174,,,,,,,No,,0.26742227,0.102452458,101 O Street SW; 1202 Howison Place SW; 1204 Howison Place SW; others,290316,1942,Washington,1942,http://citizenatlas.dc.gov/mobilevideo/20040927/MR130012.jpg,James Creek,James Creek: 101 O Street SW; 1202 Howison Place SW; 1204 Howison Place SW; others,DC government,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.8731147,-77.01238134&cbp=11,266.378747519146,,0,2.09",,236,236,259,239,,PSA 105,,,59331,Active,Yes,,,,,,9848120,50291930,60140050,0,prescat_project,03SEP15:17:34:41,,,,,,,Ward 6,Ward 6,398990.1893,134062.4543,20024,ZIP 20024,,Cluster 09,,neighborhood_cluster,ward,Ward 6,stay,TRUE
TRUE,,-119732828,-74408664,,1173,1113,,1765,1670,9/3/2015,ANC 1A,1,,,,,,,24,No,Yes,No,No,No,No,5 - Other Subsidized Property,DC Tract 31,DC Tract 31,,,,,,,,,,,,,,,0.294226418,0.27258699,,0.231600204,0.199959303,,0.048538965,0.03784847,"DC Tract 31, block group 1","DC Tract 31, block 1006",,Individual,,New Beginnings Cooperative,,5000111a-62e6-41aa-8011-c34a98fa5721,,72a14ee0-5037-4989-ae00-05ca64923bb2,df8c1d56-4e4e-47bb-a290-9855f5ef20ff,,,,,49070.41053,57968.60471,,0.694022043,0.701519365,38.92752772,-77.02639418,231487,,,,,0.44,Cluster 02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",NL000374,,,,,,,No,,0.132064913,0.10259106,2922 Sherman Avenue NW,231487,1900,Washington,1990,http://citizenatlas.dc.gov/mobilevideo/20040901/D1085916.jpg,Milestone Apts - Sherman Ave,Milestone Apts - Sherman Ave: 2922 Sherman Avenue NW,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92752772,-77.02639418&cbp=11,251.148396032234,,0,2.09",,13,13,15,13,,PSA 302,,,47990,Active,Yes,12/31/2041,11/1/2047,,11/1/2007,12/31/2011,1787110,486000,2273110,0,prescat_project,14OCT22:14:52:17,,,,,,,Ward 1,Ward 1,397711.35,139961.4,20001,ZIP 20001,,Cluster 02,,neighborhood_cluster,ward,Ward 1,stay,TRUE
TRUE,,585,-100564452,,1108,-29124020,,1413,1296,9/3/2015,ANC 8E,66,,,,,,,18,Yes,Yes,No,No,No,No,1 - At-Risk or Flagged for Follow-up,DC Tract 73.04,DC Tract 73.04,,,,,,,DC390017001,,,,,,,,0.877659193,0.868880812,,0.036172194,0.03304858,,0.225556909,0.162566757,"DC Tract 73.04, block group 4","DC Tract 73.04, block 4006",Franklin Johnston Group Management & Development,Profit motivated,,"SE Washington Development Associates II, LP",Profit motivated,c8cc8bf1-2b96-4807-9d6c-ebfc2d3d5d2e,,e92e60ef-b42a-49de-8344-45f9fe3dcdc2,c17b775c-853a-4b58-bcd1-c0a91edbbb93,,,,,19451.63835,23441.89576,,0.444667287,0.448563181,38.84276079,-76.98559496,155917,7/15/2021,b99fe5f7-e0c9-4aa6-8dbd-bd42dacc9af6,65,,0.33,Cluster 38,Cluster 38,"Douglas, Shipley Terrace","Douglas, Shipley Terrace",NL000081,,,,,,,No,,0.305135735,0.296864592,1313 Congress Street SE; 1317 Congress Street SE; 1319 Congress Street SE; others,155917,1949,Washington,1965,http://citizenatlas.dc.gov/mobilevideo/20041018/MI090932.jpg,Congress Park II,Congress Park II: 1313 Congress Street SE; 1317 Congress Street SE; 1319 Congress Street SE; others,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84202881,-76.98702323&cbp=11,163.87492491755,,0,2.09",,214,214,216,214,,PSA 705,,5211,42106,Active,Yes,11/4/2019,6/4/2034,,9/27/1984,11/4/2004,1090830,1475690,2566520,0,prescat_project,08DEC22:13:26:48,,,,,,,Ward 8,Ward 8,401250.5511,130551.3833,20032,ZIP 20032,,Cluster 38,,neighborhood_cluster,ward,Ward 8,stay,TRUE
TRUE,,779,-31899726,,1098,-31899447,,1440,-31899173,9/3/2015,ANC 2C,11,,,,,,,25,No,Yes,No,No,No,No,2 - Expiring Subsidy,DC Tract 58.02,DC Tract 58,,,,,,,,,,,,,,,0.212452516,0.146156952,,0.173631057,0.165834378,,0.020476235,0.011793706,"DC Tract 58.02, block group 3","DC Tract 58.02, block 3001",,Individual,,Kenilworth Avenue Apartments LLC,,b146c24e-151f-4cb5-98f3-f06c5076a652,,2a99f2ea-65aa-4f20-bc35-c4d13d71e35a,e6ccab8a-f086-47b0-8d92-941d9c5dc6ae,,,,,78460.67006,54049.26637,,0.760400259,0.64542383,38.89564021,-77.0266717,239376,,,,,0.37,Cluster 08,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",NL000180,,,,,,,No,,0.123598629,0.088357169,1001 Pennsylvania Avenue NW,239376,1986,Washington,1986,http://citizenatlas.dc.gov/mobilevideo/20040918/EI075911.jpg,Kenilworth Avenue Apts,Kenilworth Avenue Apts: 1001 Pennsylvania Avenue NW,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.89504695,-77.02650516&cbp=11,100.475223770637,,0,2.09",,170,170,,170,,PSA 101,,,56407,Active,Yes,10/20/2036,10/20/2036,,10/20/2006,10/20/2006,404008800,224961500,628970300,0,prescat_project,14OCT22:14:52:17,,,,,,,Ward 2,Ward 2,397686.2518,136421.6309,20004,ZIP 20004,,Cluster 08,,neighborhood_cluster,ward,Ward 2,stay,TRUE
TRUE,,-323981136,-100564452,,904,-29124020,,1185,1296,9/3/2015,ANC 8A,2,,,,,,,16,No,No,No,No,No,No,5 - Other Subsidized Property,DC Tract 75.04,DC Tract 75.04,,,,,,,,,,,,,,,0.940586972,0.868880812,,0.022548318,0.03304858,,0.215998568,0.162566757,"DC Tract 75.04, block group 2","DC Tract 75.04, block 2000",,Individual,,,Individual,4feb7f37-86f3-4b0f-8e6e-51777c6ef851,,929a5f4c-1812-411a-a278-a14848d23c1f,c17b775c-853a-4b58-bcd1-c0a91edbbb93,,,,,21665.18182,23441.89576,,0.409806729,0.448563181,38.86530387,-76.97881463,148116,,,,,,Cluster 28,Cluster 28,Historic Anacostia,Historic Anacostia,NL000407,,,,,,,No,,0.39853257,0.296864592,1827 Good Hope Road SE,148116,1965,Washington,1965,http://citizenatlas.dc.gov/mobilevideo/NO_IMAGE/No_Image_Available.JPG,Four Walls Development,Four Walls Development: 1827 Good Hope Road SE,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.86537845,-76.97878551&cbp=11,199.97871695659,,0,2.09",,,,18,18,,PSA 701,,2640,42106,Active,No,,,,,,825170,456960,1282130,0,prescat_project,03SEP15:17:34:41,,,,,,,Ward 8,Ward 8,401838.595,133053.94,20020,ZIP 20020,,Cluster 28,,neighborhood_cluster,ward,Ward 8,stay,TRUE
TRUE,,-119732828,-74408664,,1173,1113,,1765,1670,9/3/2015,ANC 1B,2,,,,,,,40,No,Yes,No,No,No,No,5 - Other Subsidized Property,DC Tract 36,DC Tract 36,,,,,,,,,,,,,,,0.294226418,0.27258699,,0.231600204,0.199959303,,0.048538965,0.03784847,"DC Tract 36, block group 2","DC Tract 36, block 2001",,Individual,,,Individual,c6dacfed-4082-4e18-b55c-48d5c6804110,,72a14ee0-5037-4989-ae00-05ca64923bb2,df8c1d56-4e4e-47bb-a290-9855f5ef20ff,,,,,49070.41053,57968.60471,,0.694022043,0.701519365,38.92499761,-77.0319312,298447,3/28/2018,82558eb9-8d78-4799-b892-eb4995ec502f,80,,0.3,Cluster 02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",NL001023,,,,,,,No,,0.132064913,0.10259106,1375 Fairmont Street NW; 2701 14th Street NW,298447,1950,Washington,1966,http://citizenatlas.dc.gov/mobilevideo/20040908/D8072903.jpg,Van Metre Uptown Apartments (Columbia Uptown),Van Metre Uptown Apartments (Columbia Uptown): 1375 Fairmont Street NW; 2701 14th Street NW,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92497143,-77.03180935&cbp=11,350.74139377579,,0,2.09",,,,90,90,,PSA 304,,,47990,Active,No,,,22576,,,17626450,3003310,20629760,0,prescat_project,08DEC22:11:55:07,,,,,,,Ward 1,Ward 1,397231.135,139680.69,20009,ZIP 20009,,Cluster 02,,neighborhood_cluster,ward,Ward 1,stay,TRUE
TRUE,,585,-100564452,,1108,-29124020,,1413,1296,9/3/2015,ANC 8E,22,,,,,,,20,No,No,No,No,Yes,No,4 - More Info Needed,DC Tract 74.04,DC Tract 74.04,,,,,,,,,,,,,,,0.877659193,0.868880812,,0.036172194,0.03304858,,0.225556909,0.162566757,"DC Tract 74.04, block group 2","DC Tract 74.04, block 2008",Edgewood Management Corporation,Individual,,DCha / DChe,,79a77287-38d7-4930-9c1b-174d3be19e88,,e92e60ef-b42a-49de-8344-45f9fe3dcdc2,c17b775c-853a-4b58-bcd1-c0a91edbbb93,,,,,19451.63835,23441.89576,,0.444667287,0.448563181,38.84932347,-76.98221047,305690,,,,,,Cluster 38,Cluster 38,"Douglas, Shipley Terrace","Douglas, Shipley Terrace",NL000388,,,,,,,No,,0.305135735,0.296864592,1426 Tobias Drive SE; 1428 Tobias Drive SE; 1434 Tobias Drive SE; others,305690,1954,Washington,1954,http://citizenatlas.dc.gov/mobilevideo/NO_IMAGE/No_Image_Available.JPG,Henson Ridge UFAS,Henson Ridge UFAS: 1426 Tobias Drive SE; 1428 Tobias Drive SE; 1434 Tobias Drive SE; others,Non-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.85027307,-76.98284544&cbp=11,351.527995184277,,0,2.09",,22,22,22,22,,PSA 704,,5211,42106,Active,Yes,2/1/2038,2/1/2038,,2/1/2008,2/1/2008,3960590,1989700,5950290,0,prescat_project,14OCT22:14:52:17,,,,,,,Ward 8,Ward 8,401544.2291,131279.9386,20020,ZIP 20020,,Cluster 38,,neighborhood_cluster,ward,Ward 8,stay,TRUE
TRUE,,-180818696,-131283925,,988,-30539980,,1215,-30539700,9/3/2015,ANC 7F,77,,,,,,,15,No,Yes,No,No,No,No,2 - Expiring Subsidy,DC Tract 77.03,DC Tract 77.03,,,,,,,,,,,,,,,0.925250684,0.867653402,,0.065025828,0.04147863,,0.12075357,0.133892974,"DC Tract 77.03, block group 3","DC Tract 77.03, block 3003",,Individual,,Dupont Park Apartments Joint Venture,,52ffebf8-01fa-4f68-adde-b35c360e7f90,,11145112-1bb0-44a8-9ca1-1fee5f9a4980,3db2b486-6b0b-460b-9262-052e73155c53,,,,,19328.92331,26204.90839,,0.4650866,0.466984357,38.8842697,-76.94984475,155820,,,,,,Cluster 32,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park","River Terrace, Benning, Greenway, Dupont Park",NL000032,,,,,,,No,,0.210513522,0.23657441,407 Ridge Road SE; 409 Ridge Road SE; 411 Ridge Road SE,155820,1945,Washington,1964,http://citizenatlas.dc.gov/mobilevideo/20041017/QH134620.jpg,Banneker Place Apts,Banneker Place Apts: 407 Ridge Road SE; 409 Ridge Road SE; 411 Ridge Road SE,For-profit,DC,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88424015,-76.94825469&cbp=11,233.196365716091,,0,2.09",,348,348,348,348,,PSA 603,,6435,40634,Active,Yes,9/1/2020,9/1/2020,,9/1/2000,9/1/2000,6401100,15161090,21562190,0,prescat_project,03SEP15:17:34:41,,,,,,,Ward 7,Ward 7,404351.6195,135160.2778,20019,ZIP 20019,,Cluster 32,,neighborhood_cluster,ward,Ward 7,stay,TRUE
